term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash10046_450_1,"Almanacs, Canadian (Italian)","Almanacs, Italian-Canadian","Almanacs, Italian-Canadian (see_from)","almanacs, italian-canadian",,see_from,,cash10046,450,
cash10046_450_2,"Almanacs, Canadian (Italian)",Italian-Canadian almanacs,Italian-Canadian almanacs (see_from),italian-canadian almanacs,,see_from,,cash10046,450,
cash10046_550_1,"Almanacs, Canadian (Italian)",Ethnic press--Canada,Ethnic press--Canada (see_also),ethnic press--canada,,see_also,topical,cash10046,550,
cash10046_550_2,"Almanacs, Canadian (Italian)",Italian Canadians,Italian Canadians (see_also),italian canadians,,see_also,topical,cash10046,550,
cash10046_750_1,"Almanacs, Canadian (Italian)",Almanachs canadiens (italiens),Almanachs canadiens (italiens) (linked),almanachs canadiens (italiens),,linked,topical,cash10046,750,RVM
cash10047_150_1,"Amnesty Question, 1869-1875","Amnesty Question, 1869-1875","Amnesty Question, 1869-1875 (authorised)","amnesty question, 1869-1875",,authorised,topical,cash10047,150,
cash10047_550_1,"Amnesty Question, 1869-1875","Red River Rebellion, 1869-1870","Red River Rebellion, 1869-1870 (see_also)","red river rebellion, 1869-1870",,see_also,topical,cash10047,550,
cash10047_750_1,"Amnesty Question, 1869-1875","Question de l'Amnistie, Canada, 1869-1875","Question de l'Amnistie, Canada, 1869-1875 (linked)","question de l'amnistie, canada, 1869-1875",,linked,topical,cash10047,750,RVM
cash10048_150_1,"Art, Canadian--French influences","Art, Canadian--French influences","Art, Canadian--French influences (authorised)","art, canadian--french influences","Other headings may be constructed in the same way, e.g. Art, Canadian--American influences.Works limited to discussion of such influences on Canadian art during a particular period are assigned an additional heading for the appropriate historic/stylistic art context, e.g.: 1. Art, Canadian--French influences. 2. Art, Canadian--20th century.",authorised,topical,cash10048,150,
cash10048_450_1,"Art, Canadian--French influences",French influences on Canadian art,French influences on Canadian art (see_from),french influences on canadian art,,see_from,,cash10048,450,
cash10048_450_2,"Art, Canadian--French influences","Art, Canadian--French influences--History","Art, Canadian--French influences--History (see_from)","art, canadian--french influences--history",,see_from,,cash10048,450,
cash10048_750_1,"Art, Canadian--French influences",Art canadien--Influence française,Art canadien--Influence française (linked),art canadien--influence française,,linked,topical,cash10048,750,RVM
cash10049_150_1,"Dollard des Ormeaux's Expedition, 1660","Dollard des Ormeaux's Expedition, 1660","Dollard des Ormeaux's Expedition, 1660 (authorised)","dollard des ormeaux's expedition, 1660",,authorised,topical,cash10049,150,
cash10049_550_1,"Dollard des Ormeaux's Expedition, 1660",First Nations--Wars--ca. 1600-1763,First Nations--Wars--ca. 1600-1763 (see_also),first nations--wars--ca. 1600-1763,,see_also,topical,cash10049,550,
cash10049_551_1,"Dollard des Ormeaux's Expedition, 1660",Canada--History--To 1663 (New France),Canada--History--To 1663 (New France) (see_also),canada--history--to 1663 (new france),,see_also,geographic,cash10049,551,
cash10049_750_1,"Dollard des Ormeaux's Expedition, 1660","Expédition de Dollard des Ormeaux, 1660","Expédition de Dollard des Ormeaux, 1660 (linked)","expédition de dollard des ormeaux, 1660",,linked,topical,cash10049,750,RVM
cash10050_150_1,"Duck Lake, Battle of, Sask., 1885","Duck Lake, Battle of, Sask., 1885","Duck Lake, Battle of, Sask., 1885 (authorised)","duck lake, battle of, sask., 1885",,authorised,topical,cash10050,150,
cash10050_450_1,"Duck Lake, Battle of, Sask., 1885","Duck Lake (Sask.), Battle of, 1885","Duck Lake (Sask.), Battle of, 1885 (see_from)","duck lake (sask.), battle of, 1885",,see_from,topical,cash10050,450,
cash10050_550_1,"Duck Lake, Battle of, Sask., 1885","Riel Rebellion, 1885--Campaigns","Riel Rebellion, 1885--Campaigns (see_also)","riel rebellion, 1885--campaigns",,see_also,topical,cash10050,550,
cash10050_750_1,"Duck Lake, Battle of, Sask., 1885","Bataille du Lac au Canard, Sask., 1885","Bataille du Lac au Canard, Sask., 1885 (linked)","bataille du lac au canard, sask., 1885",,linked,topical,cash10050,750,RVM
cash10051_150_1,Japanese Canadians,Japanese Canadians,Japanese Canadians (authorised),japanese canadians,May be subdivided geographically.For examples of additional topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under  Italian Canadians.,authorised,topical,cash10051,150,
cash10051_450_1,Japanese Canadians,Japanese Canadians--Canada,Japanese Canadians--Canada (see_from),japanese canadians--canada,,see_from,,cash10051,450,
cash10051_451_1,Japanese Canadians,Canada--Japanese,Canada--Japanese (see_from),canada--japanese,,see_from,geographic,cash10051,451,
cash10051_550_1,Japanese Canadians,Asian Canadians,Asian Canadians (see_also),asian canadians,,see_also,topical,cash10051,550,
cash10051_550_2,Japanese Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash10051,550,
cash10051_550_3,Japanese Canadians,Japanese--Canada,Japanese--Canada (see_also),japanese--canada,,see_also,topical,cash10051,550,
cash10051_550_4,Japanese Canadians,East Asian Canadians,East Asian Canadians (see_also),east asian canadians,,see_also,topical,cash10051,550,
cash10051_750_1,Japanese Canadians,Canadiens d'origine japonaise,Canadiens d'origine japonaise (linked),canadiens d'origine japonaise,,linked,topical,cash10051,750,RVM
cash10052_150_1,Assomption sashes,Assomption sashes,Assomption sashes (authorised),assomption sashes,May be subdivided geographically.,authorised,topical,cash10052,150,
cash10052_450_1,Assomption sashes,Arrow sashes,Arrow sashes (see_from),arrow sashes,,see_from,,cash10052,450,
cash10052_450_2,Assomption sashes,Arrowhead sashes,Arrowhead sashes (see_from),arrowhead sashes,,see_from,,cash10052,450,
cash10052_450_3,Assomption sashes,Voyageur sashes,Voyageur sashes (see_from),voyageur sashes,,see_from,topical,cash10052,450,
cash10052_450_4,Assomption sashes,L'Assomption sashes,L'Assomption sashes (see_from),l'assomption sashes,,see_from,topical,cash10052,450,
cash10052_450_5,Assomption sashes,L'Assomption belts,L'Assomption belts (see_from),l'assomption belts,,see_from,topical,cash10052,450,
cash10052_450_6,Assomption sashes,L'Assumption sashes,L'Assumption sashes (see_from),l'assumption sashes,,see_from,topical,cash10052,450,
cash10052_450_7,Assomption sashes,Assomption belts,Assomption belts (see_from),assomption belts,,see_from,topical,cash10052,450,
cash10052_450_8,Assomption sashes,Ceintures fléchées,Ceintures fléchées (see_from),ceintures fléchées,,see_from,topical,cash10052,450,
cash10052_550_1,Assomption sashes,Folk art--Québec (Province),Folk art--Québec (Province) (see_also),folk art--québec (province),,see_also,topical,cash10052,550,
cash10052_550_2,Assomption sashes,Decorative arts--Québec (Province),Decorative arts--Québec (Province) (see_also),decorative arts--québec (province),,see_also,topical,cash10052,550,
cash10052_750_1,Assomption sashes,Ceintures fléchées,Ceintures fléchées (linked),ceintures fléchées,,linked,topical,cash10052,750,RVM
cash10053_150_1,Japanese Canadians--Economic conditions,Japanese Canadians--Economic conditions,Japanese Canadians--Economic conditions (authorised),japanese canadians--economic conditions,,authorised,topical,cash10053,150,
cash10053_750_1,Japanese Canadians--Economic conditions,Canadiens d'origine japonaise--Conditions économiques,Canadiens d'origine japonaise--Conditions économiques (linked),canadiens d'origine japonaise--conditions économiques,,linked,topical,cash10053,750,RVM
cash10054_150_1,"Japanese Canadians--Forced relocation and internment, 1941-1949","Japanese Canadians--Forced relocation and internment, 1941-1949","Japanese Canadians--Forced relocation and internment, 1941-1949 (authorised)","japanese canadians--forced relocation and internment, 1941-1949",,authorised,topical,cash10054,150,
cash10054_450_1,"Japanese Canadians--Forced relocation and internment, 1941-1949","Japanese Canadians--Evacuation and relocation, 1942-1945","Japanese Canadians--Evacuation and relocation, 1942-1945 (see_from)","japanese canadians--evacuation and relocation, 1942-1945",,see_from,,cash10054,450,
cash10054_450_2,"Japanese Canadians--Forced relocation and internment, 1941-1949","Evacuation and relocation of Japanese Canadians, 1941-1949","Evacuation and relocation of Japanese Canadians, 1941-1949 (see_from)","evacuation and relocation of japanese canadians, 1941-1949",,see_from,,cash10054,450,
cash10054_450_3,"Japanese Canadians--Forced relocation and internment, 1941-1949","Internment of Japanese Canadians, 1941-1949","Internment of Japanese Canadians, 1941-1949 (see_from)","internment of japanese canadians, 1941-1949",,see_from,,cash10054,450,
cash10054_450_4,"Japanese Canadians--Forced relocation and internment, 1941-1949","Relocation of Japanese Canadians, 1941-1949","Relocation of Japanese Canadians, 1941-1949 (see_from)","relocation of japanese canadians, 1941-1949",,see_from,,cash10054,450,
cash10054_550_1,"Japanese Canadians--Forced relocation and internment, 1941-1949","World War, 1939-1945--Evacuation of civilians--Canada","World War, 1939-1945--Evacuation of civilians--Canada (see_also)","world war, 1939-1945--evacuation of civilians--canada",,see_also,topical,cash10054,550,
cash10054_550_2,"Japanese Canadians--Forced relocation and internment, 1941-1949","World War, 1939-1945--Japanese Canadians","World War, 1939-1945--Japanese Canadians (see_also)","world war, 1939-1945--japanese canadians",,see_also,topical,cash10054,550,
cash10054_551_1,"Japanese Canadians--Forced relocation and internment, 1941-1949",Canada--Race relations,Canada--Race relations (see_also),canada--race relations,,see_also,geographic,cash10054,551,
cash10054_750_1,"Japanese Canadians--Forced relocation and internment, 1941-1949","Japanese--Canada--Evacuation and relocation, 1942-1945","Japanese--Canada--Evacuation and relocation, 1942-1945 (linked)","japanese--canada--evacuation and relocation, 1942-1945",,linked,topical,cash10054,750,LCSH
cash10054_750_2,"Japanese Canadians--Forced relocation and internment, 1941-1949","Canadiens d'origine japonaise--Relogement et internement forcés, 1941-1949","Canadiens d'origine japonaise--Relogement et internement forcés, 1941-1949 (linked)","canadiens d'origine japonaise--relogement et internement forcés, 1941-1949",,linked,topical,cash10054,750,RVM
cash10055_150_1,"Dollier-Galinée Expedition, 1669-1670","Dollier-Galinée Expedition, 1669-1670","Dollier-Galinée Expedition, 1669-1670 (authorised)","dollier-galinée expedition, 1669-1670",,authorised,topical,cash10055,150,
cash10055_450_1,"Dollier-Galinée Expedition, 1669-1670","Dollier-Galinée Expedition to Port Dover, 1669-1670","Dollier-Galinée Expedition to Port Dover, 1669-1670 (see_from)","dollier-galinée expedition to port dover, 1669-1670",,see_from,,cash10055,450,
cash10055_450_2,"Dollier-Galinée Expedition, 1669-1670","Galinée Expedition, 1669-1670","Galinée Expedition, 1669-1670 (see_from)","galinée expedition, 1669-1670",,see_from,,cash10055,450,
cash10055_551_1,"Dollier-Galinée Expedition, 1669-1670",Canada--History--1663-1713 (New France),Canada--History--1663-1713 (New France) (see_also),canada--history--1663-1713 (new france),,see_also,geographic,cash10055,551,
cash10055_750_1,"Dollier-Galinée Expedition, 1669-1670","Expédition Dollier-Galinée, 1669-1670","Expédition Dollier-Galinée, 1669-1670 (linked)","expédition dollier-galinée, 1669-1670",,linked,topical,cash10055,750,RVM
cash10056_150_1,Jesuit Estates Issue (Canada),Jesuit Estates Issue (Canada),Jesuit Estates Issue (Canada) (authorised),jesuit estates issue (canada),"Here are entered works on the controversy in the late nineteenth century concerning compensation to the Jesuits for the loss of the lands that they held during the French régime.  Because the Society of Jesus had been suppressed in 1773, the Jesuit lands, now vested in the Crown were transfered to the government with the stipulation that the revenue derived from them should be used for educational purposes.Early in the nineteenth century, the Jesuit order was reconstituted and began work in Canada in the 1840's.  The question of the Jesuit lands arose and in 1888, the government of Quebec passed an act offering the Jesuits {dollar}400,000 in compensation for their lost lands.  This decision to endow a religious organization from public funds led to controversy throughout the country.",authorised,topical,cash10056,150,
cash10056_510_1,Jesuit Estates Issue (Canada),Jesuits Canada,Jesuits Canada (see_also),jesuits canada,,see_also,corporate,cash10056,510,
cash10056_551_1,Jesuit Estates Issue (Canada),Canada--Church history--1867-1900,Canada--Church history--1867-1900 (see_also),canada--church history--1867-1900,,see_also,geographic,cash10056,551,
